OrganizationId	Status	Name	Address	City	State	Zip	Country	Phone	Fax	Email	OrgUrl	FacebookUrl	OrgType	OrgSpecies	ServeAreas	AdoptionProcess	MeetPets	Services	AllowCommonApp	MessageOrg

5704	Available	Saving Grace and Her Furry Friends		Davie	FL	33328	United States	(954) 562-8813		savinggracefl@gmail.com	www.savinggracefl.org	http://www.facebooks.com/gracesfurryfriends	Rescue	dogs and cats	Broward, Dade, and Palm Beach County	Adopters fill out an application and contract/agreement. The fees range from $150-$350 for the adoption fee. We check references, vet, and confirm with the association when renting for pet limitations.	We set up home visits.	adoption	No	Yes

5705	Available	Grand Prairie Animal Services	2222 West Warrior Trail	Grand Prairie	TX	75052	United States	(972) 237-8575		lsossi@gptx.org	http://www.gptx.org/paws	http://	Shelter	 	 	 	 	 	No	Yes

5706	Available	Riverside County Animal Control - Riverside Shelter	6851 Van Buren Boulevard	Riverside	CA	92509	United States	(951) 358-7387		adrusys@rivcocha.org	http://www.rcdas.org	http://	Shelter	 	 	 	 	 	No	Yes

5707	Available	Riverside County Animal Control - Coachella Shelter	72-050 Pet Land Place	Thousand Palms	CA	92276	United States	(760) 343-3644		adrusys@rivcocha.org	http://www.rcdas.org	http://	Shelter	 	 	 	 	 	No	Yes

5708	Available	Riverside County Animal Control - Blythe Shelter	72-050 Pet Land Place	Thousand Palms	CA	92276	United States	(760) 921-7857		adrusys@rivcocha.org	http://www.rcdas.org	http://	Shelter	 	 	 	 	 	No	Yes

5709	Available	Jefferson County Humane Society	200 Air Park Drive	Wintersville	OH	43953	United States	(740) 314-5583		casandrahowelljchs@yahoo.com	http://www.jeffersoncountyhumanesociety.net/	http://	Shelter	cats, dogs, birds	Steubenville, Ohio. Toronot, Ohio. Wintersville, Ohio. Jefferson County Ohio	Fees start at $60.00 up. We have adoption contacts that must be filled-out.	M-F 8AM-4PM. Sat 10AM-3PM. Sun Closed	adoptions, spay/neuter, rescues	No	Yes

5721	Available	Lake City Humane Society Inc	1392 NW Shelter Gln	Lake City	FL	32055-2574	United States	(386) 752-3191		Adoptions@lakecityhumane.org	http://Lakecityhumane.org	http://	Shelter	Dogs, cats	Columbia County, FL	We require applications, contracts. Fees Dogs $50-$120. Cats $50-$75	Our facility	Adoptions	No	Yes

5724	Available	Rock City Rescue		north little rock	Ar	72116	United States			rockcityrescue@gmail.com	http://www.rockcityrescue.org	http://www.facebook.com/RockCityRescue	Rescue	cats and dogs	We are located in Arkansas and serve the New England States and Arkansas. We are open to adoptions throughout the U.S.	All animals 3 months or older must be sterilized prior to adoption. There is an adoption contract that is signed once an adopter had been approved for an adoption. There is no fee to apply for a dog, but adoption fees vary from dog to dog.. . Currently, this rescue is run by one person and a lot of foster homes. We have full-time jobs like everyone else, so please be patient with us while we return your calls and emails. 99% of the time, we return emails within 24-48 hours.	Contact us for information	adoptions, spay/neuter, food and vet assistance for those who cannot afford it	No	Yes

5727	Available	Cats Meow Dogs Bark Rescue	300 2nd Street East Box 8	Hastings	MN	55033	United States	(651) 343-1964		adoptablepets@aol.com	http://www.kelvarmair.petfinder.com	http://www.facebook.com/groups/catsmeowdogsbarkrescue	Rescue	cats dogs	none n/a	Completing the adoption process first, followed by a phone interview getting to know who's interested in adopting. Meet & Greets can happen a plethora of ways. A Home Visit is required, should it be a match then Adoption Contract/Health Disclaimer, Home Visit Addendum, Going Home Feline/Canine Addendum. We have no set adoption donation per say. Felines can be $50 to $350 and canines can be $150 to $800 it all depends on the animal	Meet & Greets, Adoption Events and Home Visits	owner surrender, adoptions,	No	Yes

5728	Available	Kitty City NM	56 Danley Ranch Rd	Alamogordo	NM	88310	United States	(575) 430-6013		eddenton@kittycitynm.com	http://www.kittycitynm.com	http://kittycitynm	Rescue	cats	New Mexico	Adopton Contract + $45 for adult cats. . Adoption Contract + $25 adopton fee + $50 spay neuter deposit for kittens.	We have cats here at kitty city that are in three seperate free roaming areas. We also have our cats featured at Petsense, and at our thrift store. Our hours are m-f from 8-5 and after hours by appointment. Petsense is open from 9-9 m-sat. and 9-7 on sun. Our thrift store is open 9-4 m-sat.	adoptions	No	Yes

5734	Available	Perfect Pups		Windham	NH	3087	United States			perfectpups2@gmail.com	http://	http://	Rescue	Dogs	Across New Hampshire	Our adoption process includes completing an adoption application, screening process, and review of references.  The adoption fee is typically $450 for dogs and $500 for puppies.	Once an application is recieved, processed and approved visits can be arranged with local fosters.	Adoptions	No	Yes

5737	Available	Golden Rescue South Florida	PO Box 17084	Plantation	FL	33318	United States	(561) 776-0857			http://www.goldenrescuesouthflorida.com/	https://www.facebook.com/pages/Golden-Rescue-South-Florida/94723065452	Rescue	dogs	southeast Florida	You must sign a contract, stipulating: .  1. You agree to care for your new dog and ensure that your Golden is a happy member of your family. This means that the Golden will be a house dog. The dog must not be left outside alone, chained, penned, or kept in the garage. .  2. If, for whatever reason, you decide not to keep your Golden, the contract states that the dog must be returned to the Rescue (not given to a friend, sold, or taken to a shelter). .  3. The Rescue retains the right to reclaim the dog if the contract is not adhered to.. . Lastly, we ask for a tax deductible donation for dogs adopted. This money goes to cover our massive vet bills and the care of the dogs while they are being fostered..  At this time, the donations are : . . . $500 for puppies. . $400 for dogs 13 to 24 months. $350 for older dogs	All of our dogs are fostered in private homes, so visits are by appointment only.	adoptions	No	Yes

5740	Available	tlc Rescue Inc.	PO Box 331	Mt. Vernon	NY	10552	United States	(914) 434-7436		info@tlcrescue.org	http://www.tlcrescue.org	https://www.facebook.com/tlcrescueinc	Rescue	Directly with cats, any rescued dogs are placed with other rescue groups or a foster home	Westchester County, NY with an emphasis in Southern Westchester	Adoption fees are $185 for kittens [includes any follow up vaccinations and spay/neuter at appropriate age] and $85 for teens/adults [these are adopted already fully vetted with vaccinations and spay/neuter]. We have a questionnaire and interview the potential adopter, there is a contract exchanged once the animal is adopted. We follow up in the near future once an adoption takes place to make sure the cat is doing well with it's new family.	By appointment or at advertised adoption events	Adoptions, spay/neuter/TNR	No	Yes

5741	Available	Seminole County Animal Services	232 Bush Boulevard	Sanford	FL	32773	United States	(407) 665-5208		dgagliano@seminolecountyfl.gov	http://www.seminolecountyfl.gov/dps/ansrvs/index.aspx	https://www.facebook.com/SeminoleCountyAnimalServices	Shelter	all	Seminole County, FL	Customers visit with the pets. Upon adoption there is an application and contract. All animals are spayed or neutered, fully vaccinated  and microchipped upon going to their new homes. Dogs are heartworm tested/negative and cats are tested for feline leukemia/negative. Cost range from $16 to $76 depending on the pet.	At the Shelter:  Adoption hours M-Sat: 10am-4pm. Plus we have 2 offsite locations that foster our cats and dogs and pets are shown in our foster homes.	Pet adoptions, surrenders. Lost and found, education and outreach, public safety. Foster care and vo	No	Yes

5750	Available	Rescue Haven Foundation	P.O. Box 266	Caldwell	NJ	7006	United States			info@ferndog.org	http://www.ferndog.org	https://www.facebook.com/pages/FernDog-Rescue-Foundation/184700794884401	Rescue	Dogs	All of New Jersey and the Tri-State area	Application (free). Adoption- Adult (Altered) $300. Adoption- Puppy (Un-Altered) $350	Adoptable pets can be visited at our adoption events as well as at the foster's home or applicant's resident upon application approval.  	Adoptions, education, training and adoption support	No	Yes

5751	Available	Aurora Animal Care	15750 E. 32nd Avenue	Aurora	CO	80011	United States	(303) 326-8280		animalcare@auroragov.org	http://www.auroragov.org/animal	http://	Shelter	 	 	 	 	 	No	Yes

5753	Available	Cat Angels Pet Adoptions, Inc	959 N. Harrison Avenue	Cary	NC	27513	United States	(919) 463-9586		catangels@gmail.com	http://www.CatAngelsNC.org 	http://www.facebook.com/CatAngelsNC	Rescue	cats	Cary, Raleigh, Chapel Hill, Durham, Apex, Wake County, Orange County	Please fill out an adoption application on our website. One of our adoption counselors will contact you for a phone interview and if you have any current pets, a vet check will be done. Once you have an approved application, you are welcome to come inside any of the five cat and kitten rooms and visit with our wonderful cats. Once you decide who is your forever pal, we need you to take a breather and leave the facility for thirty minutes. This is our cool down period in which you can think clearly about your decision. We call this going on walk about.  If you come back, bring a carrier, because your newly adopted cat will be going home with you. An adoption fee is $115 per cat, which covers spay/neuter, FIV/FeLV testing, microchipping, de-worming and vaccinations.  You will sign an adoption contract and be given copies of the medical records for the cat or kitten.  We have a lifetime return policy for all of our cats and kittens.	We have public adoption hours at our new cat adoption facility on Saturdays from noon to 4:00 pm. . . We are located at 959 N. Harrison Avenue, Cary NC 27513. . This is in the Northwoods Market Shopping Center, at the intersection of N. Harrison Avenue and N. Maynard Road.. . If you can't come on a Saturday, appointments can be made during the week.	we adopt out only spayed or neutered animals;  we have public rabies clinics for cats only;	No	Yes

5754	Available	Second Time Around Spaniel Rescue		Ingersoll	On	n5c 3e1	Canada	(519) 933-4304		alexis5757@yahoo.ca	http://www.secondtimearoundspanielrescue.org	http://2nd Time Around Spaniel Rescue	Rescue	dogs	Ontario & Quebec, United States	Everyone fills out an adoption application where references are checked, home visits are preformed usually with the adoptable dog.We try and be fair when choosing an adoptive family for each dog in our care. Adoptions fees range from $250-$400 depending on age.	We attend rescue shows, markets and other events to help raise much needed funds and let people meet our adoptable puppies/dogs. They can also visit the dog at the foster home or when a home visit is conducted then they can meet the dog they are interested in.	Adoptions, fostering, rescuing, spay/neutering, microchipping	No	Yes

5758	Available	Tri-Valley Animal Rescue	PO Box 11143	Pleasanton	CA	94588	United States			contact@tvar.org	http://www.tvar.org	http://www.facebook.com/tvar.org	Rescue	Dogs/puppies and cats/kittens	We primarily serve the Tri-Valley area (Dublin, Pleasanton, Livermore, and surrounding towns and cities). We accept adopters from all over the San Francisco Bay Area, and slightly beyond. We generally do not do out of area adoptions, but we take each applicant on a case-by-case basis.	Please browse our adoptable animals. We make every effort to keep our listings updated, so if an animal shows up, there is an 80-90% chance that it is likely still available for adoption.. . Each of our animals has contact information in the description - either referencing the phone number of the East County Animal Shelter (ECAS), or the email/phone of the volunteer who is fostering the animal. If you have questions, please use the contact information in the description directly. Emails sent to webmaster@tvar.org are answered, but the Webmaster doesn't know the animals personally and will just forward your request to the contact source in the animal's description.. . If an animal is at ECAS, they have their own adoption process. Please go to ECAS (they are open daily 11:30am to 5:30pm except holidays) to meet the animal and learn about ECAS's adoption process. If an animal is in foster with TVAR, please fill out an adoption application (availabe here: http://www.tvar.org/RP_WebDoc.asp?ttid=69) and send it to the foster person listed in the animal's description. We consider each application and pick the best one for the animal in question. In general, we do not do out of area adoptions.. . All TVAR animals are spayed/neutered, up-to-date on vaccines, de-wormed, flea-free, and microchipped. Felines are FIV/FeLV tested. Many of our pets also come with a packed bag that can include a variety of goodies like bedding, food, toys, leashes, and even private training sessions with our professional trainers. Adoption fees vary by species. Our fee range is $50-200. Puppies are also subject to a $100 refundable training deposit. The foster volunteer can provide specifics for the animals in their care.	TVAR does not have its own facility, so all of our animals are fostered in the private homes of our volunteers. Please begin your search on our website (www.tvar.org), which features all of our adoptable animals as well as selected animals from the East County Animal Shelter (ECAS) in Dublin, CA. To visit a shelter animal, please call the shelter at 925-803-7040 to confirm availability, and head on down. They're open from 11:30am to 5:30pm daily, except holidays. . . To visit a TVAR foster animal, contact the foster volunteer listed in the animal's description to make arrangements. Also check out our Events page for our weekly adoption events at the Pleasanton Farmers Market and Dublin PetSmart.	Adoptions, community outreach, volunteer opportunities, foster homes	No	Yes

5761	Available	Animal Life Inc.	430 S. Orange St.	Coats	NC	27521	United States	(910) 658-6604		admin@animallifegroup.com	http://www.animallifegroup.com	http://facebook/AnimalLifeInc	Rescue	dogs, cats	Harnett, Wake, Johnston counties	adoption application, contract, $250 fee, screening required	at foster homes with appointments	adoptions, spay/neuter, vaccines	No	Yes

5764	Available	Manatee County Animal Services	305 25 Street W	Palmetto	FL	34221	United States	(941) 742-5933		animal.services@mymanatee.org	http://www.mymanatee.org/pets	http://	Shelter	dogs and cats	Manatee County including the cities of Bradenton, Palmetto, Parrish, Myakka City and more	Walk in same day adoptions, all animals are spayed/neutered and vaccinated for Rabies, and microchipped prior to leaving the facility.  The standard adoption fee for dogs is $80 and for cats is $40.  This does not include a $15 county license fee for all residents of Manatee County.	Main Shelter is open Monday-Friday 10am to 5pm and Saturday 10am to 4pm.. . The Downtown Adoption Center is open Tuesday - Friday 11am to 6:30pm, Saturday 10am to 4pm.	adoptions, enforcement	No	Yes

5765	Available	Forever Home Rehabilitation Center		Virginia Beach	VA	23464	United States			thefhrcpack@gmail.com	http://www.foreverhomerehabcenter.com/	https://www.facebook.com/pages/Forever-Home-Rehabilitation-Center/183745341669918	Rescue	Dogs	Hampton Roads area of Virginia	$20 adoption fee, application, home check, contract	Our Virginia Beach Adoption Center is open to the public for adoptions everyday of the week from noon to 3:00pm 	Adoptions	No	Yes

5766	Available	PJ's Place Animal Rescue		Houston	TX	77032	United States			pjsplacetx@gmail.com	http://www.pjsplacetx.com	https://www.facebook.com/PJsPlaceTX	Rescue	dogs	Houston, Harris County, Montgomery County, Fort Worth, Tarrant county, Parker County, Johnson County, Galveston County, Humble, Baytown, Galveston, Spring, Conroe, Katy, 	Application, home visit with family, introduction to family and other pets, adoption contract, $150-$250 adoption fee (dog will be spayed/neutered, microchipped and vaccinated before adoption )  	We are a foster based organization.  Visits can be by appointment or at our adoption events.  	adoption, rescue	No	Yes

5769	Available	Lone Star Rescue, Inc.	9201 Warren Parkway, Suite 200	Frisco	TX	75035	United States	(972) 638-0577		info@lonestarrescue.org	http://www.lonestarrescue.org	http://www.facebook.com/LoneStarRescue	Rescue	Dogs	Collin County, Dallas County, Grayson County	0-6 months $250. 7 months - 6 years $200. 6+ years $150. . Adoption Application, Vet Check, Home Visit	Currently on facebook, website and adoption events to come	Adoptions, Community Awareness	No	Yes

5770	Available	Black Cat Rescue		Somerville	MA	2145	United States			info@blackcatrescue.com	http://blackcatrescue.com	http://facebook.com/blackcatrescue	Rescue	black cats	Massachussets	(1) Cat Adoption Profile. The Cat Adoption Profile at blackcatrescue.com helps us get to know you and what you are looking for in a cat companion.. . (2) Meet Our Cats. Once we have processed your Cat Adoption Profile (typically within 48 hours), our Adoption Coordinator will contact you to set up a visit with one or more of our foster cats. Because all of our cats are in foster care, you may need to visit more than one foster home if you would like to meet multiple cats. . . (3) Adoption. If you decide to adopt one of our cats, our Adoption Coordinator will work with you to make transportation arrangements, complete our Adoption Agreement and process your $125 adoption donation to help defray veterinary costs.	Adoption visits are conducted in Black Cat Rescue foster homes during scheduled appointments. Most take place during evening and weekend hours, but some of our foster volunteers have flexible weekday schedules.	black cat foster care, black cat adoptions, black cat public relations	No	Yes

5772	Available	Anne Arundel County Animal Control	411 Maxwell Frye Rd.	Millersville	MD	21108	United States	(410) 222-8900		p98726@aacounty.org 	http://www.aacounty.org/animalcontrol	https://www.facebook.com/#!/AACAnimalControl	Shelter	Dogs, cats, rabbits, guinea pigs, hamsters, gerbils, goats, sheep, mice, rats, lizards, snakes, horses, donkeys, etc. 	Anne Arundel County including Annapolis City 	Adoption Requirements:. Drivers License. Proof of Current Address (if not the same as your drivers license). Type of living arrangements:. 1. Own your home (you will need the following). Mortgage Stub. Printed Copy of Property Information from Department of Assessment & Tax. Proof of current Rabies vaccination on all pets residing at residence. For Anne Arundel County residents all cats and dogs residing at the residence must have current animal licenses. 2. Renting a home or apartment (you will need the following). Rental Agreement and/or. Lease Agreement and/or. Landlord's phone number. Proof of current Rabies vaccination on all pets residing at residence. For Anne Arundel County residents all cats and dogs residing at the residence must have current animal licenses. Adoption Fees:(payable by cash or check only). Preliminary Exam by Technician. Spay/Neuter Surgery. Distemper/Rabies Vaccinations. Worming. License (if applicable). Dogs Cats . Female $56 Female $36 . Male $41 Male $26 . . 	Animal Control. 411 Maxwell Frye Rd.. Millersville MD 21108. (410) 222-8900. . Viewing Hours . Monday CLOSED. Tuesday 10 a.m.   3 p.m.. Wednesday 10 a.m.   6 p.m.. Thursday 10 a.m.   3 p.m.. Friday 10 a.m.   3 p.m.. Saturday 10 a.m.   2:30 p.m.. Sunday CLOSED. 	Adoptions/Rabies Vaccine Clinics/Microchip Clinics/Redemptions/Law Enforcement	No	Yes

5773	Available	Weber County Animal Services	1373 N 750 W	Ogden	UT	84404	United States	(801) 399-8244		animalshelter@co.weber.ut.us	http://www.co.weber.ut.us/animalshelter/	http://	Shelter	 	 	 	 	 	No	Yes

5777	Available	Buckeye Bulldog Rescue		Grove City	OH	43123	United States	(419) 307-1561		buckeyebulldogrescue@gmail.com	http://www.buckeyebulldogrescue.org	https://www.facebook.com/BuckeyeBulldogRescue	Rescue	English and French Bulldogs	Ohio and surrounding states (within 2 hours)	All potential adopters required to fill out an application, pass a vet check and home check and sign an adoption agreement once approved.  	At events 	adoptions, spay/neuter, all medical needs addressed	No	Yes

5792	Available	Animalert Pet Adoption Inc.	P.O. Box 24042	London	ON	N6H 5C4-4980	Canada	(519) 642-7732		Animalert@rogers.com	http://www.animalert.ca	https://www.facebook.com/animalert	Rescue	dogs/cats	London, Ontario and surrounding areas	Home visits,  Vet reference, Adoption Contracts, Adoption fee of $375.00 for dogs. 	adoption events or by appointment	adoptions, rehoming, spay/neuter and microchipping	No	Yes

5794	Available	Missaukee Humane Society	5310 West Houghton Lake Road	Lake City	MI	49651	United States	(231) 839-3800		info@mhspets.org	http://www.mhspets.org	https://www.facebook.com/pages/Missaukee-Humane-Society/162344130477851	Shelter	Cats, Dogs	Missaukee County.  As well as other surrounding counties.	3 page adoption application.  Vet reference checked.  Adoption contracts.  Landlords permission must be in writing.	www.mhspets.org	Adoptions, Spay/Neuter, Pet Food Pantry	No	Yes

5795	Available	Hawaii Island Humane Society	74-5225 Queen Kaahumanu Hwy	Kailua Kona 	HI	96740	United States	(808) 329-8002		kona@hihs.org	http://www.hihs.org	http://	Shelter	all	Serving the entire Big Island, we are the only open-admissions shelter!	Dogs - $80.00. Cats - $65.00. Pocket Pets & Birds - $20.00	Keaau (located on Keaau-Pahoa Road). Phone: 966-5458    Fax: 966-8161. Hours of Operation      Monday - Friday  9:00 a.m.   5:30 p.m..             Saturday     8:00 a.m.   5:30 p.m.. . Kona (located off Queen Kaahumanu Hwy, across from the police station). Phone: 329-1175 Fax: 329-4618. Hours of Operation      Monday   Saturday  9:00 a.m.   5:30 p.m.. . Waimea (located on the Mamalahoa Hwy next to the Waimea airport). Phone: 885-4558   Fax: 885-1851. Hours of Operation      Monday   Saturday  7:30 a.m.   3:30 p.m.	adopptions, spay/neuter	No	Yes

5798	Available	Little Paws Dachshund Rescue		South Weymouth	SC	2190	United States			nicole@littlepawsdr.org	http://www.littlepawsdr.org	https://www.facebook.com/LittlePawsDachshundRescue	Rescue	Dogs - dachshunds and dachshund mixes	We will serve primarily the southern states of SC, NC, GA and VA as we get started.  We are submitting our unified paperwork to get approval to adopt in the northern states of NH, MA, VT, NJ, CT, NY and RI.NOW Approved in MA AND NH!!!	All potential adopters will go through the application process which includes a paper/computer application, 3 personal references, a veterinary reference, and home visit.  Post adoption - we follow up at the one week mark to ensure a true fit for the dog/family then again at one month for a happy tail and then yearly. Our adoption fees (if you need an easier to read copy - we can email it to you). Dachshunds. . . . Below 1 year $325.00 USD $35.00. . . . 1   5 years $275.00. . . . 6   9 years $250.00. . . . 10+ years $150.00 USD $35.00. . . . Senior Long On Love Program $75.00 USD   for seniors (60+ years) . . . . adopting senior dogs (10+ years old). . . . Dachshund Mixes. . . . Below 1 year $250.00 USD $35.00. . . . 1   5 years $200.00 $35.00. . . . 5   9 years $150.00 $35.00. . . . 10+ years $100.00 or a reduced fee determined on a . . . . Senior Long On Love Program $75.00 USD   for seniors (60+ years) . . . . case by case basis. . . . adopting senior dogs (10+ years old). . . . All Ages $150.00 or a reduced fee determined on a . . . . Special Needs Dachshunds or Mixes. . . . case by case basis	For potential adopters local to our fosters - a personal meet and greet can be arranged.  We are also in process of setting up adoption events through Petco and PetSmart.	Adoptions - adoptees will be spayed/neutered, utd on shots, microchipped & given a dental if needed.	No	Yes

5801	Available	Rescue Rovers Dog Adoptions	PO Box 71551	Salt Lake City	UT	84171	United States	(435) 565-4031		rescuerovers@gmail.com	http://rescuerovers.org	https://www.facebook.com/#!/RescueRoversAdoptions	Rescue	Dogs	Utah	Our adoption fee of $150 for most dogs includes:. . Spay/Neuter, Microchip, plus Rabies, Bordatella,. . Distemper/Parvo Vaccines.. . We take Cash, Check and Credit Card. . Application & Contract are required.  . 	Scheduled appointents since our dogs are all in foster homes.  Or we have bi-weekly adoption events at loval petsmarts.	Adoptions, spay/neuter, microchip, vaccines	No	Yes

5802	Available	3 Hearts 4 Paws Animal Rescue	PO Box 482	Morganville	NJ	7751	United States	(732) 970-3654		adoptme@3hearts4paws.com	http://www.3hearts4paws.com	http://www.facebook.com/3hearts4paws	Rescue	dogs	all of NJ and surrounding	potential adopters fill out an application incuding vet and personal references.  All references are verified and if application is approved, a meet and greet is scheduled, sometimes more than 1 meet and greet. If it's a good fit, we do a home visit.  As long as the home visit is approved, we proceed with contract.  Fees range from $200-350	All of our rescued dogs are cared for in loving homes by approved fosters until we find the right forever home for them.  Potential adopters can visit at the foster homes or various pet adoption days	adoptions	No	Yes

5804	Available	Charlie's Angels Animal Rescue	5526 Hendersonville Road	Fletcher	NC	28732	United States	(828) 885-3647		info@wncanimalrescue.org	http://www.wncanimalrescue.org	http://www.facebook.com/charliesangelsanimalrescue	Rescue	dogs, cats	Western North Carolina	Charlies Angels prefers a fenced yard for our adoptees, but fences are not mandated in all cases. However, in specific situations, certain dogs may require a fenced yard. Charlies Angels does not prohibit the use of invisible fences, but discourages their use when the owner is not at home..  . Charlies Angels Animal Rescue charges an adoption fee of $125.00 that is non-refundable after the follow-up visit that makes the adoption final. A follow-up visit will be made to the adopting family 2 weeks after an adoption is completed. Any failure of the family to follow the adoption agreement made with Charlies Angels can result in the adoption being voided and the pet being returned to the organization.. 	5526 Hendersonville Road. Fletcher, North Carolina. . Monday/Wednesday/Friday 11-4 and Saturday/Sunday 1-4	adoptions	No	Yes

5807	Available	Tipton County Paws and Claws	P.O. Box 286	Atoka	TN	38004	United States			tcountypawsclaws@yahoo.com	http://www.PawsandClawsTC.org	https://www.facebook.com/PawsandClawsPhotographyTiptonCountyAnimalShelter?ref=hl	Rescue	dogs and cats	Tipton county	We do not adopt out the animals through our group although we do raise funds for many of the animals to be spayed/neutered so they are more adoptable. They are available through the Tipton County Animal shelter or through reputable rescues we transport to.	Tipton County Animal Shelter. Brighton, TN 38011. (901) 837-5919. hours . Monday-Friday 8:00 a.m.- 4:30 p.m.. Saturday 8:00 a.m.- 12:00p.m.	Photography, transport for rescues, sponsorship and transport services to spay neuter, adoptions	No	Yes

5808	Available	Animal Protection and Welfare Society	PO Box 40981	Baton Rouge	LA	70835	United States	(225) 343-0303		info@apawspets.org	http://www.apawspets.org	http://www.facebook.com/apaws	Rescue	cats, dogs	Baton Rouge, LA	Application, Contract, adoption fee of $100. For our all adoptions we require any pets already in the home to be spayed/neutered.  For our cat adoptions we require the cats to be indoor only and not declawed.  For our dogs we require they spend part of each day in the home with the family, be on heartworm prevention and have a fenced in yard.	We are a network of foster homes.  We are happy to bring a potential adoptee to an adopters home.  We also have adoptions each Saturday at the local PetSmart.	adoptions, special needs rescue	No	Yes

5810	Available	Our Last Hope Animal Rescue	PO BOX 1638	Hope	BC	V0X 1L0	Canada	(604) 749-7150		ourlasthopebc@gmail.com	http://ourlasthope.rescuegroups.org/	https://www.facebook.com/messages/100004099961281#!/jeneane.ruscheinsky	Rescue	dogs mostly	British Columbia, Washington State	Application, contract, references, home check and adoption fee apply	Foster based, application required prior to meet and greet	rescue, adoptions, support, rehome	No	Yes

5811	Available	Helen Sanders Cat Protection and Welfare Society	1198 Pacific Coast Hwy. Suite D Box 227	Seal Beach	CA	90740	United States			info@helensanderscatpaws.com	http://www.helensanderscatpaws.com	https://www.facebook.com/pages/Helen-Sanders-CatPAWS/101548333228010	Rescue	cats	Seal Beach, Long Beach, Huntington Beach, Los Alamitos, Westminster CA primarily	Adoption application, adoption contract, no declawing, indoors only.  All cats are s/n'd prior to adoption.  Fees range from $50 to $100.	Petsmart, 12341 Seal Beach Blvd., Seal Beach, CA 90740.. Petco, 6500 Pacific Coast Hwy., Long Beach, CA.	adoptions, TNR, spay/neuter vouchers	No	Yes

5812	Available	Domestic Animals in a Safe Haven 	4200 E. Nursery Road	Centralia	IL	62801	United States	(618) 249-6503		dashrescue10@gmail.com	http://dashrescue.org	http://	Rescue	dogs and cats	Jefferson, Marion, Washington, Chicago, Springfield	On line application is forwarded, references checked, vet information checked, information regarding living conditions for rescue (ie fence, indoor living, caregiver, etc), spay or neuter if necessary, inoculate, micro chip, $100-150 inclusive for dogs and puppies, $75-100 for kittens and cats, follow up contact.	People come to the premises by appointment only.  They are instructed to come to an office building on the property for a meet and greet or adoption.	adoptions, spay/neuter, micro chip, innoculations, owner surrender, cooperation with other rescues	No	Yes

5816	Available	Ridge Rescue Society	Box 624	Milk River	ab	T0K 1M0	Canada	(403) 894-5604		adoptions@ridgerescue.com	http://www.ridgerescue.com	http://www.facebook.com/ridgerescue	Rescue	dogs, cats	Alberta, BC, Sask 	adoption application, 3 references and vet reference, adoption contract, animal must come back to us if family can no longer keep at any point during animals life, adoption fee.	we book home visits after application has been submitted. We hold monthly adoption events up to 4 times a month for viewing adoptable pets.	adoptions	No	Yes

5819	Available	Tails of Courage	39 Smith Street	Danbury	CT	6810	United States	(877) 638-2457		info@tailsofcourage.org	http://www.tailsofcourage.org	http://www.facebook.com/tailsofcourage	Rescue	Dogs	Fairfield County, CT. Westchester County, NY. Clay County, WV	Adoption Application, then approval to adopt, adoption meeting, contract, adoption donation	7 days a week from 9 AM - 5PM at our kennel facility, 1 Pembroke Road, Danbury, CT 06811	Adoptions	No	Yes

5822	Available	Akita Angels, Inc.	P.O. Box 221353	Santa Clarita	CA	91322	United States	(818) 925-4822		angels@akitaangels.org	http://www.akitaangels.org	https://www.facebook.com/akita.angels	Rescue	Dogs, large breed, high risk	We provide support to families and other rescues throughout the United States and beyond.	Careful screening, home and reference check, mandatory commitment class, adoption fee depends on each particular dog and includes dog being fully vetted, vaccinated, microchipped, spayed and/or neutered. We also provide lifetime coaching and support, 100% no charge to family.	Dogs are located in foster homes located primarily in Southern California.	Education, Intervention, Advocacy, Rescue	No	Yes

5824	Available	Pawsitively Pom Rescue Inc.		Harrisburg	PA	17106-2070	United States	(844) 766-7297		PawsitivelyPom@gmail.com	http://PawsitivelyPom.RescueGroups.org	https://www.facebook.com/PawsitivelyPomRescue	Rescue	Pomeranian dogs	Pennsylvania and surrounding states	The adoption fee is $250; however, we do have a seniors-to-seniors discount program.  All applicants must complete an application, participate in a telephone interview, and have a home visit done.  All dogs are adopted under contract.	All dogs are located in foster homes and can be seen by appointment.	Rescue, Adoptions	No	Yes

5826	Available	San Antonio Doberman Advocacy and Rescue	6324 CR 4514	Devine	TX	78016	United States	(830) 985-3853		info@sadobermanrescue.org	http://www.sadobermanrescue.com	http://	Rescue	dogs	All cities and counties in South Central Texas	Adopters meet the dog first, home check conducted, do a meet-greet with adopter's other dogs at rescue, contract is signed, fee is paid.	At the rescue property, by appointment.	rescue and adoptions	No	Yes

5829	Available	Bully Rescue & Advocacy Group, Inc.		Chester	va	23831	United States			bragincinfo@gmail.com	http://www.braginc.org	http://www.facebook.com/BRAGrescue	Rescue	dogs	Petersburg. Colonial Heights. Chesterfield. Richmond. Henrico	We check vet & personal references, perform a home visit & utilize a trial period prior to finalizing an adoption. Prior to placement all animals are spayed or neutered, vaccinated and microchiped. Adult dogs adoption fee is $150 Puppies adoption fee is $200. 	Adoption events & in the pets foster home upon request. 	adoption	No	Yes

