OrganizationId,Status,Name,Address,City,State,Zip,Country,Phone,Fax,Email,OrgUrl,FacebookUrl,OrgType,OrgSpecies,ServeAreas,AdoptionProcess,MeetPets,Services,AllowC/Users/jessicamalloy/Documents/workspace/PawMatch/data-in/organizations.csvommonApp,MessageOrg
2088,Available,"The City of Calgary Animal & Bylaw Services","2201 Portland Street SE",Calgary,AB,"T2G 4M7",Canada,"(403) 268-2489",,,http://calgary.ca/animalservices,,Shelter,"Please contact shelter for details.","Please contact shelter for details.","Please contact shelter for details.",,"Please contact shelter for details.",No,"Yes"
2090,Available,"Whiskers Project","PO Box 575",Blairsville,GA,30514,"United States","(888) 872-9330",,info@whiskersproject.org,http://www.whiskersproject.petfinder.com,,Rescue,cats,"North Ga., Blairsville, Hiawassee,Ga., Blue Ridge, Ga., Hayesville & Murphy NC","fill out an application upon approval meet the cat and sign an adoption contract., fees vary based on the medical expense.","by appt only-no facility only foster homes",TNR-spay/neuter,No,"Yes"
2091,Available,"Dr. Dolittle's Rescue","5105 N. McColl Rd.",McAllen,TX,78504,"United States","(956) 279-1044",,dr.dolittlesrescue@gmail.com,,,Rescue,"dogs,some cats","Hidalgo County and surrouonding areas in Rio Grande Valley of Texas","application, home visit, contract. Pets are neutered and have shots, and most dogs housebroken ","by appointment ar rescue, and occasionally at medical clinic","adoptions, rehabilition",No,"Yes"
2096,Available,"Broward County Animal Care & Regulation - Ft. Lauderdale","1870 SW 39th Street","Fort Lauderdale",FL,33315,"United States","(954) 359-1313",,adoption@broward.org,http://www.broward.org/animal,,Shelter,"Please contact shelter for details.","Please contact shelter for details.","Please contact shelter for details.",,"Please contact shelter for details.",No,"Yes"
2098,Available,"Orange County Animal Services","2769 Conroy Road",Orlando,FL,32839,"United States","(407) 254-9150",,animalservices@ocfl.net,http://www.ocnetpets.com,,Shelter,"Please contact shelter for details.","Please contact shelter for details.","Please contact shelter for details.",,"Please contact shelter for details.",No,"Yes"
2099,Available,"Monterey County Animal Services","160 Hitchcock Road",Salinas,CA,93908,"United States","(831) 769-8850",,,,,Shelter,"Please contact shelter for details.","Please contact shelter for details.","Please contact shelter for details.",,"Please contact shelter for details.",No,"Yes"
2103,Available,"Mutts in Need",,"Newport Beach",CA,92660,"United States",,,MuttsInNeed@gmail.com,MuttsInNeed.org,,Rescue,Dogs,"Southern California","Adoption and volunteer applications may be downloaded from our website and returned to us by email to:  CrittersRescue@gmail.com","Please visit our website at www.CrittersRescueOnline.org for our calendar of events showing times and places where our pets may be seen.. . We are currently showing our furry friends at Petsmart located at The District at Tustin Legacy (corner of Jamboree & Barranca). We would love to see you there!",Adoptions,No,"Yes"
2107,Available,"Legacy Humane Society","PO Box 2733",McKinney,TX,75070,"United States",,,Contact@Legacyhumanesociety.org,http://www.LegacyHumaneSociety.org,https://www.facebook.com/CollinCountyHumaneSociety,Rescue,Dogs,"Greater Dallas Ft Worth area.","$200 fee for dogs and $250 puppies. They are fully vetted and put in foster homes until they are adopted. Adopters complete an adoption app and we will check their vet reference or do a home check. Once they are approved,they will meet w/ the foster family and dog to see if it's a good match for their family. ","They can visit them by appointment at the foster homes.","Adopt out vaccinated, healthy and S/N dogs",No,"Yes"
2108,Available,"Honor Sanctuary Animal Rescue","4951 Lorraine Rd",Bradenton,FL,34211,"United States","(941) 747-4900",,adoption@honoranimalrescue.org,http://www.honoranimalrescue.org,,Shelter,"Cats, Dogs","Bradenton, FL. Lakewood Ranch, FL. Sarasota, FL","$70 and up for adoption fee. Adoption contract required. Interview required. Home visit may be required. All animals adopted will be vaccinated, spayed/neutered and microchipped before adoption occurs.","Various adoption events - no retail facility (yet).  To find events, visit our web site:  http://www.honorsanctuary.org/events.htm",Adoptions,No,"Yes"
2109,Available,"Toledo Area Humane Society","1920 Indianwood Circle",Maumee,OH,43537,"United States","(419) 891-0705",,nbailey@toledoareahumanesociety.org,http://Toledoareahumanesociety.org,,Shelter,"Dogs, Cats, Rabbits, Hamsters, Guinea Pigs, Gerbils, Rats, Ferrets, Chinchilla's","The Toledo and Lucas County area.","Upon arrival, each animal will receive a health check and a temperament/ behavior evaluation. Once the animal is deemed healthy and safe, she will be spayed by our in-house veterinarian and put up for adoption. Adoption fees start at $50.00.  All of our animals receive age appropriate vaccinations, flea treatment, worming and microchipping.  The adoption process takes about an hour. This allows time for bonding, explanation of medical records and our adoption agreement. This also gives us time to answer any questions our Adopters might have. Adopters will need a valid photo ID, must be 18 years of age, and have landlord authorization if dwelling is a rental property. Most Likely. If the animal has already been neutered you can take it home that day. If the animal has not yet been neutered it will have to stay until the next business day when the vet is in. All adopted animals must be neutered before they go home.. . ","The Toledo Area Humane Society offers adoptions at our main office at 1920 Indianwood Circle in Maumee as well as one of our several off site locations.  We display adoptable animals at Petco, PetSmart and Pet Supplies Plus.","Adoptions, Microchipping.",No,"Yes"
2112,Available,"Del Norte County Animal Control","2650 Washington Blvd","Crescent City",CA,95531,"United States","(707) 464-7235",,krsmith@co.del-norte.ca.us,,,Shelter,Dogs,"Del Norte County","Fees variy would have to call on each seprate animal to get an adoption fee quote.","come vist the dogs Monday -Friday.8am-5pm,2650 Washington Blvd Crescent city,California. . ","Shelter and adoptions",No,"Yes"
2113,Available,"Ada Howe Kent Memorial Shelter, Inc.","2259 River Rd.",Calverton,NY,11933,"United States","(631) 727-5731",,info@kentanimalshelter.com,http://www.kentanimalshelter.com,,Shelter,cats/dogs,"All of Long Island, New York.","adoption contract, screening includes references, personal and veterinary, verification of personal data. Adoption fees-range from $50.00-$150.00 includes up to date vaccinations, spay/neuter, microchipping, testing for canine heartworm and feline aids.","Shelter is open daily Mon.-Sat. 10 a.m. until 4 p.m. and Sunday 10-2.. All pets for adoption can be viewed at www.kentanimalshelter.com ","adoptions/spay/neuter/retirement home for cats that survive their owners, pet therapy and humane ed.",No,"Yes"
2115,Available,"Lincoln County Humane Society","200 N Memorial Drive",Merrill,WI,54452,"United States","(715) 536-3459",,manager@furrypets.com,http://furrypets.com,,Shelter,"cats, dogs, small animals, wildlife","Lincoln County","Adopter's must first meet the animal.  All family members and other dogs must meet the animal as well.  Once this has been done, and everyone gets along, they may fill out an application for adoption.  At this time, we require written permission from the landlord, or proof of homeownership.  Once we have received all the required information, we will review the application.  If we feel it is a good match, then we will approve the application.  Once the application is approved, the adopter may take the animal home!  The fee for a fixed cat is $105.50, and for a fixed dog is $131.88.","People can visit our animals between 12-6pm Monday - Friday, and 12-4pm on Saturdays.  We also have our cats at PetSmart everyday for adoption.",Adoptions,No,"Yes"
2116,Available,"Brookline Labrador Retriever Rescue","P.O. Box 638",Warrington,PA,18976,"United States","(215) 343-6087",,info@brooklinelabrescue.org,http://www.brooklinelabrescue.org,,Rescue,"labrador retrievers and lab mixes","See website or send e-mail to determine if you are in our coverage areas in Pennsylvania or New Jersey","All applicants complete an application and have a home visit before being approved to adopt.  Once approved to adopt, they wait to find the right dog for their family.  They are required to sign a pre-adoptive agreement and keep the dog they are matched with for a 3 week pre-adoptive period. If all goes well during that period, they sign an adoption agreement and adopt the dog.  The fees vary depending on the age and altered status of the dog.  We do require all dogs to be altered if they are not already and require obedience training as well","They cannot visit our adoptable dogs.  They are introduced to the dog they are matched with only after being matched and at a neutral location half way between the dog and the applicant. ","adoptions, fostering, owner surrender placements",No,"Yes"
2118,Available,"Sato Dream Home","Bo. Playa A-99",Salinas,PR,751,"United States","(787) 824-5337",,crew@playamarine.com,http://petfinder.com/shelters/PR23.html,,Rescue,dogs,"the south coast of Puerto Rico","We have an adoption contract, ready to fax. We require $100 adoption fee and we take animals back, that are no longer wanted.","We have Open House every day. Just call or e-mail for appointments.","adoption, spay/neuter, routine shots, rabies, extended medical care from broken bones to cancer",No,"Yes"
2121,Available,"Paws In The City","3824 Cedar Springs  360",Dallas,TX,75219,"United States",,,info@pawsinthecity.org,http://www.PawsInTheCity.org,,Rescue,"Dogs and cats","Dallas County","Pre-adoption application filled out. Landlord check. Veterinarian check. Home check. Adoption fee $150. Adoption contract. ","We host adoption events at least 2 times per month, usually at a local storefront.  If someone fills out an application, we take the pet on a visit to their home.","Foster homes, adoption events",No,"Yes"
2124,Available,"Humane Society of Manatee County","2515 14th Street West",Bradenton,FL,34205,"United States","(941) 747-8808",,info@humanesocietymanatee.org,http://www.humanesocietymanatee.org,,Shelter,"Please contact shelter for details.","Please contact shelter for details.","Please contact shelter for details.",,"Please contact shelter for details.",No,"Yes"
2126,Available,"Rescue Volunteer Adoptions",,Beebe,AR,72012,"United States",,,rescuevolunteer@sbcglobal.net,http://www.rvadoptions.com,,Rescue,Dogs/Puppies,"We are nationwide, most of our adoptions are on the East or West coast but are located in the South and Central US where dogs and cats are pts every day."," The first step in the adoption procedure is to complete an adoption application. This does not obligate you to adopt. You can either submit an online application or you can e-mail and request one. Please make sure you fill in the application completely. We are unable to process incomplete applications.. . . . After you submit your application please allow 2-3 days for a volunteer to review your application. During this time your vet reference will be checked and a volunteer with determine if it is the best match for you and the animal. Applications are not approved on a first come, first serve basis. We match up the best home for the animal, so even if the pet has other applications, this does not meet he/she will be adopted to that home. . . . . Upon approval of your application a volunteer with contact you to set up a time for you to meet the animal or animals your interested in, if you are a local adopter. Pets are shown on an appointment basis. Our animals are kept in a foster type situation and not in a shelter. Since these are private homes, this makes it easier on everyone. . . . . We do a lot of out of state adoptions, please refer to the information below if you are out of state and will need shipping info.. . . . Adoption Fees. . . . . . Each dog or puppy in our care has an adoption fee. This can range between $50 and $200, but varies from pet to pet. It includes, but is not limited to the following.. . . . ***Basic vaccinations: Adult 8 in 1 Booster for dogs that come in at 6 months of age or older. Age appropriate puppy shots while in our care.,. . ***De-worming of your new dog or puppies (this is given several times) . . ***Heartworm test if the dog is of age. . . ***Frontline or Adams for flea and tick treatment and prevention. . . ***Heart guard for Heart worm prevention during the entire time the animal is at our facility. (age appropriate) . . ***Spaying or Neutering of the dog if the puppy/dog is old enough to be altered before leaving (over 6 months). Every animal we adopt out MUST be altered and you must sign a contract to this effect.. . ***State required rabies vaccination administered by our veterinarian. (Age appropriate). . . . . A lot of times our adoption fees do not even begin to cover what we put into the care and vet work of each animal. We are a privately run rescue and do everything out of pocket. This includes food, medical and basic day to day care of these animals. Thanks for wanting to save a life!!. . . . Out of State Adoptions and Shipping Info. . . . . . So you are out of state and have found a puppy or dog you know you would love to bring home. We use Delta Pets First to fly our new puppies home. Sometimes when no Delta Flights are available, we fly American. We do all the flight scheduling and make all arrangements. We ask that you give us the times/days you can generally pick up on and a list of local airport. Weekends are hard to book, but can be possible. We do not drug our puppies for the trip and have never had a problem with one of them not arriving safely. (although sometimes they do arrive a little messy) We recommend bringing a towel with you when you pick them up. . . . . Travel Expenses. . . . We charge 50.00 for taking your new pet to the airport, and for the time we spend buying the crate, bedding, food and water dish, and preparing your pet for travel. We also have to take your dog or cat to the veterinarian for an additional vet check, to get a health certificate, which is required by all airlines. Each of us are volunteers and we charge this additional fee to help recoup some of our expenses for gas and travel time (the airport is about one hour each way) and we generally spend an hour on each puppy/dog going out there. . . . . Crate for Shipping. . . . Your new puppy/dog will need an airline safe crate for travel. The cost of the crate depends on what size he/she requires. . . Small Crate - $45 . . Medium Crate - $65 . . Large Crate - $85 . . We line the bottom of the crate with blankets or towels for comfort and in case there is an accident and we provide a safe toy for the trip to make it easier (unless two puppies are flying together). This crate is yours to keep. . . . Health Certificate. . . . Your new friend will require a Health Certificate for travel. He/she will be taken to our Vet and given an exam. He generally checks the dog/puppy over and looks at eyes, ears, and hips. He listens to their heart and lungs. This is just part of the exam. The cost for this is $50. You will receive the health certificate with your new puppy/dog and it will have the vet's info who completed the exam.. . . . Shipping Costs. . . . You are responsible for the cost of shipping. You pay for this when you pick them up at the airport (Usually around $175 depending for most puppies/small dogs). However, if your new baby must fly American, the cost of the flight must be paid up front. . . . . . Payment Information. . . . The adoption fee, health certificate, crate costs and travel expenses are due before the puppy is sent home. We accept Paypal or you can send a money order via USPS, UPS or Fed Ex. Please contact us if you have any questions..  ","Please e-mail for information.","Adoptions, Spay/Neuter, Rehoming",No,"Yes"
2131,Available,"Independent Retriever Rescue",,Venice,CA,90291,"United States",,,donna@indilabrescue.org,http://www.indilabrescue.org,,Rescue,Dogs,"Santa Barbara, Los Angeles, Orange Counties"," Each fostered dog will have spent at least a week in a foster home and will have been given a general exam by a veterinarian. Unless special circumstances merit exception, all dogs are spayed or neutered and up-to-date on normal vaccinations.We incur significant expenses in paying shelter redemption fees, veterinary fees, transportation costs, occasional behavioral evaluation fees, and so on, so we ask for an adoption fee for each dog. While some dogs cost less, others cost far more. If we are ever so fortunate to wind up with a surplus of funds on a given dog, those funds automatically go towards rescuing another dog or help offset expenses of existing dogs. . . Additionally, unless there are special circumstance involving health, there are absolutely no refunds of adoption fees to an adopter if the dog is returned to us for any reason.. . The following is the fee schedule for dogs:. . $400 Puppies less than 1 year. $300  Dogs 1-3 years. $250  Dogs 4-7 years. $150  Dogs 8 years and up. (fee includes all shots, microchip and spay/neuter). $20 fee for application/home inspection. . ","By appointment or at local adoption events","Rescue and Rehoming of Retrieving Breeds",No,"Yes"
2136,Available,"Companion Animal Network",,Dallas,TX,75228,"United States",,,can.adoptions@yahoo.com,http://www.petfinder.com/shelters/ca-n.html,,Rescue,"Mostly Dogs","Mostly Metro Dallas/Ft Worth . No limitations","We have an adoption application to complete and return.  We do vet reference checks and home visits.  If renting, we must speak to the landlord to be certain the breed and size of the pet is acceptable to them and to confirm a pet deposit is required and has been paid.  We do not adopt dogs under 25 pounds or puppies to families with children under 6 years of age.  Our adoption fee is $150 for adult dogs and $175 for dogs under 6 months of age.. Please note:  We have a legally binding contract to sign upon adoption.  The adoption is not complete until we have a signed contract and the adoption fee has been received.","We currently hold adoption events as follows:. The THIRD Saturday of ever month at the Greenville Ave, Dallas TX  PetSmart from 11:00am to 3:00pm.. The FOURTH Saturday at the Inwood Road PetSmart in Dallas TX from 11:00am to 3:00pm.  We do NOT do same day adoptions.",Adoptions,No,"Yes"
2137,Available,"Cat's Cradle of Virginia","P. O. Box 2128",Harrisonburg,VA,22801,"United States","(540) 433-1135",,catscradle@catscradleva.org,http://www.catscradleva.org,,Rescue,"cats for foster & adoption, cats and dogs for spay/neuter","Counties:  Rockingham, Augusta, Page and Shenandoah","Application must be approved, adoption contract, fee varies for local and non-local adoptions, all of our kitties are altered and vaccinated prior to adoption.","Our website, we have kitties at our locat Petsmart (Harrionburg and Waynesboro) every week-end and also the Petsmart in Crystal City (DC) every week-end.  We set up occasionally at differnt locations and always have the locations posted on our website.  ","rescue, adoption, spay/neuter, education",No,"Yes"
2139,Available,"St. Francois Society","P. O. Box 410122","St. Louis",MO,63144,"United States","(573) 315-0503",,pets@rescues-r-us.com,http://www.rescues-r-us.com,,Rescue,"dogs, cats","St. Louis City / County. Jefferson County. Iron County. St. Francois County. Wayne County. Licoln County","application, contract, adoption fee",,"adoptions, spay/neuter",No,"Yes"
2140,Available,"Desert Paws Rescue","P.O. Box 50594",Mesa,AZ,85208,"United States","(480) 380-5214",,desertpawsrescue@yahoo.com,,,Rescue,"cats and dogs","Phoenix Metro Area","Dog adoption fees range from $140-$220, includes spay/neuter, DHPP, rabies vaccine, and microchip.  Cat adoption fees range from $40-$125, includes spay/neuter, FVRCP vaccine, testing for feline leukemia/FIV, and microchip.","Cats located at Petco at 2090 S Power Rd, Mesa, AZ.  Dogs are by appointment.",adoptions,No,"Yes"
2143,Available,"Richland County Dog Pound","810 N. Home Rd",Mansfield,OH,44906,"United States","(419) 774-5892",,Richlandcountydogs@yahoo.com,,,Shelter,Dogs,"Richland county, Ohio","$99 adoption fee. . $20 Rescue Pull fee",,Adoptions,No,"Yes"
2144,Available,"New Beginnings Dog Rescue","PO Box 33",Bondsville,MA,1009,"United States",,,newbeginres@comcast.net,http://newbeginningsdogrescue.org,,Rescue,"limited with cats because of space/ dogs under 30 lbs.","New England","Our fees are usually $250 for males and $325 for females, but fees do vary on age or medical probelems with the dogs. Cats are $100. We have our applicants fill out an on line application, do a vet reference check and a home visit  to make sure it's the right home for the dog and the right dog for the home.","We have several foster homes, so people need to fill out an application for us before we will start the process of seeing the adoptable pets.",adoptions,No,"Yes"
2147,Available,"Forgotten Cats, Inc.","PMB 422, 4001 Kennett Pike, Ste. 134",Wilmington,DE,19807,"United States","(302) 429-0124",,rescueorg.forgottencats@gmail.com,http://www.forgottencats.com,https://m.facebook.com/pages/Forgotten-Cats/755976507758677,Rescue,cats,"Delaware, Southeast PA, Salem County, NJ and surrounding areas.","All cats offered for adoption have been spayed or neutered, tested for Feline Leukemia and FIV, been dewormed and have received rabies and distemper inoculations.  . During the application process, our volunteers will check vet and rental contracts, if applicable, and personal references. Please allow up to 5 days to process your application.. . Every cat has received at least $400.00 worth of medical treatment. Our modest adoption fees are:. . $90.00 for 1 kitten. $150.00 for 2 kittens. $180.00 for 3 kittens. $130.00 for one adult cat and one kitten. $60.00 for 1 adult cat under 7 years old. $90.00 for 2 adult cats under 7 years old. $50.00 for 1 adult cat over 7 years old or with special needs . $80.00 for 2 cats over 7 or with special needs. . ","PetSmart. Brandywine Towne Center. 3010 Brandywine Parkway. Wilmington, DE 19803. 302-475-0618. . PetSmart. Christiana (next to Home Depot). 1291 Churchman's Road, Rt. 4. Christiana, DE 19713. 302-266-6170. . Petco (near Pottstown). 240 Upland Square Drive. Stowe, PA 19464. (610) 970-9802. . PetSmart. Jenkintown. 901 Old York Rd. Jenkintown, PA 19046. 215-885-3635. . Levittown. 157 Levittown Pkwy. Levittown, PA 19046. 215-486-4002. . Pet Supplies Plus. West Chester. 959 Paoli Pike. West Chester, PA 19380. 610-696-8042. . Petsmart. King of Prussia. 101 Town Center Road. King of Prussia, PA 19406","TNVR, adoptions, spay/neuter",No,"Yes"
2148,Available,"Animal Rescuers Without Borders","P.O. Box 712444","San Diego",CA,92171,"United States","(619) 977-3593",,animalrescuers@sbcglobal.net,http://www.ARWOB.org,http://www.facebook.com/ARWOB,Rescue,"dogs and cats, provide advice on other animals","Southern California (mainly San Diego) and Mexico","adoption application, meet potential adopters family (all household and pets), home check, adoption contract, adoption fee (fees vary)","Schedule a time and date according to foster parents and potential adopters work schedule.. Can meet at foster parent's home or at a scheduled adoption events.","adoptions, rescue, spay/neuter, microchip, Baja rescue",No,"Yes"
2150,Available,"Mastiffs to Mutts Rescue","P.O. Box 754",Chambersburg,PA,17201,"United States",,,mastiffstomutts@gmail.com,,,Rescue,"dogs and birds","We serve PA, MD, WV, OH, KY, the NE part of the country.","  We accept applications and process them by calling personal and vet references, followed by a home visit. We require all dogs to be altered before adoption and also we have a contract. ","  People can visit our pets by setting up an appointment with the fosterhome. ",adoptions,No,"Yes"
2151,Available,"Mobile County Animal Shelter","7665 Howells Ferry Road",Mobile,AL,36608,"United States","(251) 574-3647",,mcasshelter@mobile-county.net,http://www.mobilecountyanimals.com,,Shelter,"Please contact shelter for details.","Please contact shelter for details.","Please contact shelter for details.",,"Please contact shelter for details.",No,"Yes"
2152,Available,"Missouri German Shepherd Rescue","PO Box 22466","Kansas City",MO,64113,"United States",,,mogsrescue@gmail.com,http://www.mogsrescue.com,http://www.facebook.com/MOGS.Rescue,Rescue,"German Shepherds, GSD Mixes and other breeds as we are able to do so","Missouri, Kansas and other states as we are able to","Homes will be required to provide 3 references plus a Vet reference and have a home visit completed. The dogs are all completely vetted before being placed in their new homes.","All our dogs are in foster homes or boarding facilities.  Appointments are required to meet with an adoptable pet.",adoptions,No,"Yes"
2154,Available,"Pueblo Animal Services","4600 Eagleridge Place",Pueblo,CO,81008,"United States","(719) 544-3005",,info@hsppr.org,http://www.puebloanimalservices.org,,Shelter,"Please contact shelter for details.","Please contact shelter for details.","Please contact shelter for details.",,"Please contact shelter for details.",No,"Yes"
2155,Available,"Morning Starr Animal Sanctuary","P.O. Box 1363",Cornville,AZ,86325,"United States","(928) 821-2420",,fran@morningstarr.org,http://www.morningstarr.org,,Shelter,"horses, ferrets, rabbits, goats & special needs care from time to time","Verde Valley, Prescott, Flagstaff, Phoenix","Personas interested must complete an adoption form, online, then a phone interview. If approved then they pay an adoption fee and sign a contract.","By appointment only.","adoption, rescue, care information, special needs animals",No,"Yes"
2158,Available,"The Cat Network, Inc","P.O. Box 347228",Miami,FL,33234-7228,"United States","(305) 255-3482",,info@thecatnetwork.org,http://www.thecatnetwork.org,www.facebook.com/thecatnetwork,Rescue,"Cats, Dogs","Miami-Dade; Broward; Monroe; and part of Palm Beach county in Florida",". The Cat Network, Inc. has an adoption referral program available to members only, which assists in finding homes for rescued stray cats and kittens. Potential adopters are thoroughly screened over the phone and at shows. Anyone who is interested in joining the program must follow the following rules (NO EXCEPTIONS):. . You must be a member.. . No kittens under the age of 8 weeks may be adopted.. . Your cat(s) must be spayed/neutered if 4 months or older or 3 months at time of adoption. (Note: If kitten is under 3 months & has not been sterilized, you must collect a $50.00 deposit in the form of a check made payable to Cat Network, Inc. from the adopter. The deposit will be refunded upon receipt of satisfactory proof that kitten has been spayed or neutered by the age of four months by the new guardian.). . Your cat(s) must be tested for Feline leukemia (FeLV) and Aids (FIV).*. . Your cat(s) must be free of intestinal parasites, mange, ringworm and ear mites.*. . Your cat(s) must be vaccinated with FVRCP at time of listing; if ?δ╤4 months old rabies is also required*. . You must foster your cat(s) indoors at all times until adopted into a permanent home.. . You must have your cat(s) listed with the adoption line (call 305/255-3482 x2) and provide animal's name, description, month/year of birth, gender and whether or not it is sterilized. If testing/vaccinating done outside Cat Network, listing must be received by Wednesday to be eligible to show on Saturday.. . You must deliver your cat to its new home; exceptions may apply.. . New adoption program participants must also include their name, phone number(s), area (South, North, etc.), and whether they will consider 1) indoor only, indoor/outdoor or outdoor, 2) children under 6, children under 12, no children, and 3) declaw or no declaw.. . * Must provide proof by veterinary records (call 305/255-3482 x2 to make arrangements) or bring the cat(s) to one of our vet clinics. Call clinic coordinator, not the vet clinic, to make an appointment.. . Upon adoption, foster parent and adopter sign a contract and they collect the adoption donation of $65 for cats that are not microchipped or $70 for microchipped cats. Higher adoption fee may apply for purebred type cats. They must return a copy of the contract to Cat Network (keep a copy of contract and medical record for your own records). All of our adoptions are returnable if cat is unsuitable for new household, for any reason. It will be a responsibility to take the cat back, assist the adopter in finding another home, or find a foster home until a permanent home can be found.. . Foster parents are responsible for showing their felines to prospective adopters either in foster parent's home, at adopter's home, or at one of our promotions such as pet shows and festivals where we show cats for adoption. Monthly show schedules are available at the general meetings or on our website, www.thecatnetwork.org.. . Foster parents must register with the show coordinator before they can show any feline. Bring a  show cage or make arrangements in advance to borrow one from Cat Network, if available. You must wear a clean, unwrinkled CN shirt at all CN shows, and present a professional image at all times.. .   . . ","Our foster parents show their animals at various venues in the area, such as Petco, Pet Supermarket, PetSmart and at various adoption events and festivals.","Adoptions; Spay/Neuter; Education; Advocacy",No,"Yes"
2165,Available,"Wits End Pet Rescue","228 McKinley Ave",Piqua,OH,45356,"United States","(937) 778-3587",,jrtsrules1@wo.rr.com,,,Rescue,"dogs,birds","Ohio,","Have contract if doesn't work to bring the animal back to me.","at my home or I can meet them some where.","Adoptions, spay/neuter, shots,training",No,"Yes"
2168,Available,WarmFuzzy's,,Drexel,MO,64742-2876,"United States",,,fuzzy1@warmfuzzys.org,http://www.warmfuzzys.org,https://www.facebook.com/WarmFuzzys,Shelter,"feral cats","Drexel, MO, Amsterdam,MO, Archie, MO, Adrian, MO, Kansas City, MO","Adoption policies and application online at website, phone interview, home visit","We are open Sundays 10am to 6pm. By appointment for other days and times.","adoption, rescue",No,"Yes"
2175,Available,"Heaven Can Wait Rescue",,"new orleans",MS,70065,"United States",,,CSASSYGIRLS@BELLSOUTH.NET,,,Rescue,DOGS,,"ADOPTING FEE HOUSE CHECK AND VET CHECK"," ",ADOPTION,No,"Yes"
2177,Available,"Lonely Hearts Animal Rescue",,Frederick,MD,21703,"United States",,,Lonelyhearts@comcast.net,http://www.petfinder.com/shelters/MD298.html,,Rescue,dogs,"MD,PA","Contract. Spay/neuter contract for pups under 5 months. Home visit and references from veterinarian and personal","Our pets are living in foster homes in Frederick, MD Once the references are checked, visitation to the foster home is granted.",adoptions,No,"Yes"
2181,Available,"SPICER - Special Pets In Caring Environments Rescue","PO Box 3126",Allentown,PA,18106,"United States",,,SpicerAnimalRescue@yahoo.com,http://www.spicer.petfinder.org,,Rescue,"cats, dogs, and small animals",,,,,No,"Yes"
2182,Available,"Buchanan County Animal Shelter","1191 Dog Pound Rd.",Grundy,VA,24614,"United States","(276) 935-4067",,aslcares@gmail.com,,,Rescue,"dogs, cats, all","Buchanan County and surrounding cities and counties.","$35 spay/neuter fee, must meet requirements, and sign a contract.","Please contact the volunteers for the animals that are fostered.  You may contact the Buchanan County Animal Shelter at 276-935-4067 for available times.","adoptions, low cost spay/neuter",No,"Yes"
2195,Available,"Loudoun County Animal Care & Control","39820 Charles Town Pike",Waterford,VA,20197,"United States","(703) 777-0406",,animals@loudoun.gov,http://www.loudoun.gov/animals,,Shelter,"All - open access","Loudoun County and all surrounding areas","The Loudoun County Animal Shelter has dogs, cats and other animals available for adoption. Adoption fees are listed below. Adoption applications may be submitted only during viewing and adoption hours. If you arrive before the designated viewing and adoption hours, you will be asked to wait until we are open or return at the appropriate time.. . Virginia law requires that all dogs, cats and rabbits adopted from the shelter be spayed or neutered as part of the adoption process (if the animal is not already spayed or neutered). The adoption fee includes the spay/neuter surgery fee (if necessary). The fee also includes a distemper vaccination, deworming, flea and tick treatment, and a free health check from a participating Loudoun County veterinarian.. . Adoption counselors are available to provide information about the animals and to answer questions. Adopting a pet represents a commitment to care for the animal for potentially many years. Adopters are encouraged to spend as much time as possible with the animal to ensure that the animal is the best match for their home and lifestyle.. . Steps in the Adoption Process. 1. If you are adopting a dog, you will first complete a Meet Your Match survey and get a color card. This color will correspond to the color cards on the dog kennels to help find your best match.. . 2. Visit with the animals. An adoption counselor will assist you in making your selection.. . 3. Submit an adoption application. The application will be reviewed within 24-72 hours and you will be notified if any additional information is needed. Animals generally do not go home the same day that an application is submitted.. . 4. Finalize your adoption contract. This may take place at the same time as you submit your application.. . 5. Pick up your new pet! This would happen at the Shelter if your pet is already spayed/neutered. If not, you would pick him/her up from the veterinarian?  office after surgery.. . Remember that even though we take the best possible care of animals at our shelter, we do not always know their prior medical history or vaccination status. We perform basic health checkups, but do not have veterinarians on staff. It is very important to take advantage of the free health checkup offered by our participating veterinarians as soon as possible after adoption. The office visit is free, but the veterinarian may recommend vaccinations and other care that you may wish to consider.. . Adoption Fees. Dogs. . Male: $70.00. Neutered male: $30.00. Female: $75.00. Spayed female: $30.00. . Cats. . Male: $50.00. Neutered male: $10.00. Female: $60.00. Spayed female: $10.00. . Rabbits: $5.00. . Other Animals: Varies. ","At the shelter during business hours: Mon, Tue, Thu, and Fri 1-6pm; Wed 1-8pm; Sat 11am-5pm.  Also during special events at offsite locations.","Adoptions, Animal Control",No,"Yes"
2197,Available,"Ferry Dog Mothers",,Seattle,WA,98117,"United States",,,fkrokower@msn.com,http://www.ferrydogmothers.com,,Rescue,dogs,"Western Washington Puget Sound area","comprehensive application,home visit, adoption fee.",Petfinders,"adoptions, financial assistance (vet bills, food)",No,"Yes"
2202,Available,educate-a-bull,,Buffalo,NY,14205,"United States",,,info@educateabull.org,,,Rescue,"Dogs. cats",,,,,No,"Yes"
