Annie (2);Dog;Pointer;;Adoption
Dakota;Dog;Great Pyrenees;Labrador Retriever;Adoption
Forfax;Dog;Great Pyrenees;Labrador Retriever;Adoption
Tiva;Dog;Terrier;;Adoption
Major;Dog;Pit Bull Terrier;;Adoption
Finland - Adopted!;Dog;Labrador Retriever;Doberman Pinscher;Adoption
Davis - Adopted!;Dog;Shepherd;;Adoption
Linen - Adopted!;Dog;Spaniel;Cattle Dog;Adoption
Davis Pup - Bohart - Adopted!;Dog;Labrador Retriever;Shepherd;Adoption
Davis Pup - Gorman - Adopted!;Dog;Labrador Retriever;Shepherd;Adoption
Davis Pup - Mondavi - Adopted!;Dog;Labrador Retriever;Shepherd;Adoption
Davis Pup - Silo - Adopted!;Dog;Labrador Retriever;Shepherd;Adoption
Garden;Dog;Labrador Retriever;Shepherd;Adoption
Garden Pup - Succulent;Dog;Labrador Retriever;Shepherd;Adoption
Kona Lee;Dog;Whippet;Shepherd;Adoption
Abe;Dog;Labrador Retriever;;Adoption
Bella;Dog;Labrador Retriever;;Adoption
Finn;Cat;Domestic Short Hair;;Adoption
Rey;Cat;Domestic Short Hair;;Adoption
Dawson;Cat;Domestic Short Hair;;Adoption
Cas;Cat;Domestic Short Hair;;Adoption
Pam;Cat;Domestic Short Hair;;Adoption
Angela;Cat;Domestic Short Hair;;Adoption
Simba;Cat;Domestic Short Hair;;Adoption
Chestnut;Dog;Whippet;;Adoption
ELENA;Dog;Chihuahua;Terrier;Adoption
Vanna White;Cat;Domestic Short Hair;;Adoption
Wolfie;Dog;Chihuahua;;Adoption
Lexus;Dog;Pit Bull Terrier;;Adoption
Nola;Cat;Tabby;;Adoption
Gray Bear (Russian Blue Mix);Cat;Domestic Short Hair;Russian Blue;Adoption
Nelson;Cat;Tabby;;Adoption
Zelda;Dog;Greyhound;;Adoption
Airy;Dog;Greyhound;;Adoption
Aviva;Dog;Greyhound;;Adoption
Pogo;Dog;Greyhound;;Adoption
Fenway Pride;Dog;Greyhound;;Adoption
Baja Bandit;Dog;Greyhound;;Adoption
Babylon;Dog;Greyhound;;Adoption
Corona;Dog;Greyhound;;Adoption
Autumn Evening;Dog;Greyhound;;Adoption
WC Ignition;Dog;Greyhound;;Adoption
Kelso's Pawn Shop;Dog;Greyhound;;Adoption
Minor Stroke;Dog;Greyhound;;Adoption
Matlock;Dog;Greyhound;;Adoption
Pitch;Cat;Domestic Short Hair;;Adoption
Pistol;Cat;Domestic Short Hair;;Adoption
Poker;Cat;Domestic Short Hair;;Adoption
Precious (SK2);Cat;Domestic Short Hair;;Adoption
Harley (SK3);Cat;Domestic Short Hair;;Adoption
Biscuit;Dog;Chow Chow;;Adoption
Kiki;Dog;Chihuahua;Poodle (Miniature);Adoption
Lovely REETA;Dog;Terrier;;Adoption
Thomas;Cat;Domestic Short Hair;;Adoption
Trooper;Dog;Rhodesian Ridgeback;Boxer;Adoption
Jackie;Dog;Mountain Cur;Hound;Adoption
PIP;Dog;Chihuahua;;Adoption
1707-1767 Bella;Cat;Tuxedo;;Adoption
WYATT;Cat;Manx;;Adoption
LUCY;Cat;Domestic Short Hair;;Adoption
QUEEN;Cat;Domestic Short Hair;;Adoption
LAVENDER;Cat;Domestic Short Hair;;Adoption
PEBBLES;Dog;Pit Bull Terrier;;Adoption
Jane Flame;Dog;Pit Bull Terrier;;Adoption
Halley's Comet;Dog;Pit Bull Terrier;;Adoption
Praying Mantis;Dog;Bulldog;;Adoption
Leaf;Cat;Domestic Short Hair;;Adoption
Desi;Cat;Domestic Short Hair;American Shorthair;Adoption
Earthquake Light;Dog;Chihuahua;;Adoption
Foxy;Dog;Boxer;;Adoption
Frost Flower;Dog;Pit Bull Terrier;;Adoption
Moana;Dog;Boxer;;Adoption
Cayley;Cat;Domestic Short Hair;;Adoption
Onyx Olive;Cat;Domestic Short Hair;;Adoption
Vero;Cat;Domestic Short Hair;;Adoption
Possum;Cat;Domestic Short Hair;;Adoption
Sophie;Cat;Domestic Short Hair;;Adoption
Autumn;Cat;Domestic Short Hair;;Adoption
Nod (S);Dog;Great Pyrenees;;Adoption
Rocky;Cat;Domestic Short Hair;American Shorthair;Adoption
Layla;Cat;Calico;Domestic Short Hair;Adoption
SANDY;Cat;Domestic Short Hair;Tortoiseshell;Adoption
ECLIPSE;Dog;Black and Tan Coonhound;Plott Hound;Adoption
A669601;Cat;Domestic Short Hair;;Adoption
*CHA-CHA;Cat;Domestic Short Hair;;Adoption
A670810;Cat;Domestic Short Hair;;Adoption
A670813;Cat;Domestic Short Hair;;Adoption
GEORGIE LOU;Dog;Pit Bull Terrier;;Adoption
A081425;Dog;Labrador Retriever;;Adoption
CATNIP;Cat;Domestic Short Hair;;Adoption
Sam;Dog;Shepherd;Boxer;Adoption
Austin;Dog;Hound;;Adoption
Biffy;Cat;Domestic Short Hair;;Adoption
Gorgeous George in Alabama;Dog;Xoloitzcuintle/Mexican Hairless;;Adoption
Hubble;Cat;Domestic Short Hair;;Adoption
Damian;Cat;Domestic Short Hair;;Adoption
Nick;Cat;Domestic Short Hair;;Adoption
D133 Simon;Dog;Cocker Spaniel;;Adoption
Ross;Cat;Domestic Short Hair;;Adoption
Chevy (CP);Dog;Pit Bull Terrier;;Adoption
Stan;Cat;Domestic Long Hair;;Adoption
Fritter;Cat;Domestic Medium Hair;;Adoption
Max;Dog;Rat Terrier;;Adoption
Blade;Cat;Domestic Short Hair;;Adoption
Opi;Cat;Dilute Tortoiseshell;Domestic Short Hair;Adoption
Rocky;Cat;Domestic Short Hair;;Adoption
Comet;Cat;Domestic Short Hair;;Adoption
Galaxy;Cat;Domestic Short Hair;;Adoption
Moon;Cat;Domestic Short Hair;;Adoption
Mars;Cat;Domestic Short Hair;;Adoption
Fiona - Dogo;Dog;Dogo Argentino;;Adoption
Peppa;Dog;Boxer;Pit Bull Terrier;Adoption
Gandalf;Cat;Domestic Short Hair;;Adoption
Charmin;Cat;Domestic Short Hair;;Adoption
Popcorn;Cat;Domestic Short Hair;;Adoption
Cirrus;Cat;Domestic Short Hair;;Adoption
Sir Arthur;Cat;Domestic Short Hair;;Adoption
Denali;Cat;Domestic Short Hair;;Adoption
Alyeska;Cat;Domestic Short Hair;;Adoption
Clyde;Dog;Pit Bull Terrier;;Adoption
Macaroni;Dog;Dachshund;;Adoption
COURTESY POST - Max;Dog;Redbone Coonhound;Springer Spaniel;Adoption
Mandy;Dog;Chocolate Labrador Retriever;;Adoption
Milly;Dog;Hound;American Bulldog;Adoption
MORK;Dog;American Pit Bull Terrier;;Adoption
MINDY;Dog;American Pit Bull Terrier;;Adoption
*INO*;Cat;Domestic Short Hair;;Adoption
*KURENAI*;Cat;Domestic Short Hair;;Adoption
*SHIKAMARU*;Cat;Domestic Medium Hair;;Adoption
*CHOJI*;Cat;Domestic Medium Hair;;Adoption
ROCHELLE;Cat;Domestic Short Hair;;Adoption
MAMMA;Cat;Domestic Short Hair;;Adoption
FOURTY FOUR;Cat;Domestic Short Hair;;Adoption
Bells;Dog;Great Pyrenees;Boxer;Adoption
KELLY;Dog;American Bulldog;;Adoption
EILEEN;Dog;American Bulldog;;Adoption
Ophelia C1976;Cat;Domestic Short Hair;;Adoption
*MILKY;Dog;Pit Bull Terrier;;Adoption
Apollo;Dog;Labrador Retriever;Great Dane;Adoption
A012763;Dog;Labrador Retriever;;Adoption
A012765;Dog;Labrador Retriever;;Adoption
D131 Derby;Dog;Cocker Spaniel;;Adoption
Wanda;Cat;Domestic Short Hair;;Adoption
Willow;Dog;Springer Spaniel;Spaniel;Adoption
Sasha;Dog;Springer Spaniel;Spaniel;Adoption
Eclipse;Dog;Labrador Retriever;Great Dane;Adoption
Jackson;Dog;Australian Cattle Dog/Blue Heeler;;Adoption
Pinky;Dog;Chihuahua;;Adoption
LU;Cat;Domestic Short Hair;;Adoption
Silver;Cat;Domestic Short Hair;Tabby;Adoption
Flynn;Dog;Springer Spaniel;Spaniel;Adoption
D130 Charlie;Dog;Cocker Spaniel;;Adoption
Igor;Dog;Beagle;;Adoption
Sandor;Dog;Beagle;;Adoption
Capone;Dog;Springer Spaniel;Spaniel;Adoption
Texas;Dog;Australian Cattle Dog/Blue Heeler;;Adoption
TEDDY;Cat;Domestic Short Hair;;Adoption
KONG;Cat;Domestic Short Hair;;Adoption
Ian;Dog;Springer Spaniel;Spaniel;Adoption
"TENNESSEE, MURFREESBORO; **NEEDS FOSTER** ""ANNIE""";Dog;Anatolian Shepherd;;Adoption
Nuno;Dog;Springer Spaniel;Spaniel;Adoption
Twilight;Cat;American Shorthair;;Adoption
Stormie;Cat;American Shorthair;;Adoption
Gayla;Dog;Beagle;;Adoption
May;Cat;Domestic Short Hair;;Adoption
D132 Lizzy;Dog;Cocker Spaniel;;Adoption
Scout;Dog;English Pointer;;Adoption
Dixon;Dog;Boxer;Hound;Adoption
Cami;Dog;American Staffordshire Terrier;Boston Terrier;Adoption
Mary;Cat;Domestic Short Hair;;Adoption
Davis;Cat;Domestic Medium Hair;;Adoption
Rosie;Dog;Presa Canario;;Adoption
Bindi;Dog;Boxer;Pit Bull Terrier;Adoption
Koda;Dog;Cocker Spaniel;Border Collie;Adoption
BUZZ;Dog;American Staffordshire Terrier;;Adoption
IZZY;Dog;German Shepherd Dog;;Adoption
SHELLY BELLY;Dog;American Pit Bull Terrier;;Adoption
MOLLY;Cat;Domestic Short Hair;;Adoption
MONKEY;Cat;Domestic Short Hair;;Adoption
JACK;Dog;Husky;American Pit Bull Terrier;Adoption
Chandler;Cat;American Shorthair;;Adoption
Ash;Dog;Labrador Retriever;;Adoption
Farris;Dog;Terrier;;Adoption
Henry;Dog;Hound;;Adoption
JACK;Dog;American Pit Bull Terrier;;Adoption
TABITHA;Cat;Domestic Short Hair;;Adoption
WINIFRED;Cat;Domestic Short Hair;;Adoption
DANI;Cat;Domestic Long Hair;;Adoption
Kinsley;Dog;Labrador Retriever;Pit Bull Terrier;Adoption
Nova;Dog;Pit Bull Terrier;;Adoption
BURROWS;Cat;Domestic Medium Hair;;Adoption
Wanda;Cat;Domestic Medium Hair;;Adoption
Dutch;Dog;Appenzell Mountain Dog;;Adoption
JJ (Wanda Litter);Cat;Domestic Medium Hair;;Adoption
Linda (Wanda litter);Cat;Domestic Short Hair;;Adoption
Murry;Dog;Border Collie;;Adoption
D129 Lexi;Dog;Cocker Spaniel;;Adoption
Charlie;Cat;Domestic Short Hair;;Adoption
Diamond;Dog;American Staffordshire Terrier;;Adoption
Jess C1978;Cat;Domestic Short Hair;;Adoption
Nick C1979;Cat;Domestic Short Hair;;Adoption
Schmitt C1980;Cat;Domestic Short Hair;;Adoption
Sira;Dog;Black Labrador Retriever;Labrador Retriever;Adoption
Heathcliff;Cat;Domestic Short Hair;;Adoption
Fannie;Dog;Treeing Walker Coonhound;;Adoption
Nigel;Cat;Domestic Short Hair;;Adoption
Marcy;Dog;Terrier;Shepherd;Adoption
Percy;Dog;Australian Cattle Dog/Blue Heeler;;Adoption
Tucker;Dog;Schnauzer;;Adoption
Mary Kate - new!;Dog;Great Pyrenees;;Adoption
1707-1579 Ben;Cat;Domestic Medium Hair;;Adoption
Crosby;Dog;Labrador Retriever;;Adoption
Katmandu;Cat;Domestic Short Hair;;Adoption
Ellie;Dog;Bulldog;;Adoption
Opie;Dog;Labrador Retriever;Hound;Adoption
Luke;Dog;Australian Cattle Dog/Blue Heeler;;Adoption
Burke;Cat;Domestic Short Hair;Domestic Short Hair;Adoption
Benton;Dog;Beagle;;Adoption
Gomer;Dog;Terrier;;Adoption
Sylvia;Cat;Domestic Short Hair;;Adoption
KHLOE;Dog;American Pit Bull Terrier;;Adoption
A1723478;Dog;Chihuahua;;Adoption
Spot;Cat;Tortoiseshell;Domestic Short Hair;Adoption
CORTANA;Cat;Domestic Long Hair;Maine Coon;Adoption
MIDNIGHT;Cat;Domestic Medium Hair;;Adoption
Envy;Cat;Domestic Short Hair;Tabby;Adoption
Charlie;Dog;Terrier;;Adoption
SHEEBA;Dog;Pit Bull Terrier;;Adoption
SPARKLER;Dog;Pit Bull Terrier;;Adoption
Sally;Dog;Australian Cattle Dog/Blue Heeler;;Adoption
Buster;Dog;Great Pyrenees;;Adoption
Snoop;Dog;Beagle;;Adoption
Timmy;Dog;Springer Spaniel;;Adoption
Teddy;Cat;Tuxedo;;Adoption
Theodora;Dog;German Shepherd Dog;;Adoption
Flare;Dog;Labrador Retriever;Great Dane;Adoption
ZZZ Chi **courtesy post found dog;Dog;Chihuahua;;Adoption
Brinley (p);Dog;German Shepherd Dog;American Staffordshire Terrier;Adoption
Onyx;Dog;Labrador Retriever;Great Dane;Adoption
Ebony;Dog;Labrador Retriever;Great Dane;Adoption
Cesar;Dog;Chihuahua;;Adoption
Abigale (p);Dog;Terrier;;Adoption
Fudgesicle;Dog;Blue Lacy;Spaniel;Adoption
Scarlett;Dog;Chow Chow;Australian Cattle Dog/Blue Heeler;Adoption
June;Cat;Tortoiseshell;;Adoption
ZZZ  Lila ** courtesy post **;Dog;Yorkshire Terrier Yorkie;;Adoption
Ginger (Gidget's sister);Cat;Tabby;;Adoption
Whitney;Cat;Domestic Short Hair;;Adoption
Wolfy;Dog;Chow Chow;;Adoption
Waffle;Cat;Domestic Short Hair;;Adoption
Ruby;Dog;Labrador Retriever;;Adoption
Tabatha;Cat;Domestic Short Hair;;Adoption
Sadie;Dog;Dachshund;Maltese;Adoption
Alice;Cat;Calico;;Adoption
Trevor;Dog;Chow Chow;German Shepherd Dog;Adoption
Sheeva;Dog;Appenzell Mountain Dog;;Adoption
INDY;Dog;American Staffordshire Terrier;;Adoption
SHELBY;Dog;Boxer;Boston Terrier;Adoption
RUBIO;Dog;Labrador Retriever;;Adoption
BRUCE;Cat;Domestic Short Hair;;Adoption
WAYNE;Cat;Domestic Short Hair;;Adoption
LOLA;Cat;Domestic Short Hair;;Adoption
WINNIE;Cat;Domestic Short Hair;;Adoption
Barney;Dog;Labrador Retriever;Shepherd;Adoption
STELLA;Dog;Pit Bull Terrier;;Adoption
BISCUIT;Dog;Pit Bull Terrier;Chinese Shar-Pei;Adoption
CHARLOTTE;Cat;Domestic Long Hair;;Adoption
MARIO;Cat;Domestic Medium Hair;;Adoption
KITTY KITTY;Cat;Domestic Short Hair;;Adoption
MOLLY;Cat;Domestic Short Hair;;Adoption
OREO;Dog;Pit Bull Terrier;;Adoption
SIR CHARLES;Dog;Border Terrier;;Adoption
MAMAS;Dog;Chihuahua;;Adoption
Netty C;Dog;Siberian Husky;;Adoption
Francie;Dog;Shepherd;;Adoption
Opal;Dog;Siberian Husky;;Adoption
Foxy;Dog;Spitz;;Adoption
Domino *Help I need a foster home!*;Dog;Australian Cattle Dog/Blue Heeler;;Adoption
Liam;Dog;Shepherd;Boxer;Adoption
Lillian - FOSTER HOME NEEDED;Dog;Bullmastiff;;Adoption
Stevie Ray;Dog;Dachshund;;Adoption
Lulu;Dog;English Bulldog;;Adoption
Frederick - FOSTER HOME NEEDED;Dog;Bull Terrier;;Adoption
Pensatucky;Cat;Domestic Short Hair;;Adoption
Ben;Cat;Domestic Short Hair;;Adoption
Jerry;Cat;Domestic Short Hair;;Adoption
Ruby;Dog;American Pit Bull Terrier;Terrier;Adoption
Dawn;Cat;Domestic Short Hair;;Adoption
William;Cat;Domestic Short Hair;Siamese;Adoption
Yoda;Cat;Domestic Medium Hair;;Adoption
Yulia;Cat;Domestic Short Hair;;Adoption
Stefani;Cat;Domestic Short Hair;;Adoption
Tina;Dog;Beagle;;Adoption
Andy the Lhasa-Poo;Dog;Lhasa Apso;Poodle (Miniature);Adoption
Zeke;Dog;Beagle;;Adoption
PEACH;Dog;American Staffordshire Terrier;;Adoption
Cody * Foster needed!*;Dog;Labrador Retriever;Husky;Adoption
*HONEY;Dog;Boxer;Pit Bull Terrier;Adoption
AUDREY;Cat;Domestic Short Hair;;Adoption
NYIMA;Dog;Labrador Retriever;;Adoption
DALLAS;Dog;Queensland Heeler;;Adoption
COCO;Dog;Pit Bull Terrier;;Adoption
TAFFY;Cat;Domestic Short Hair;;Adoption
Andy;Dog;Basset Hound;Hound;Adoption
DUKE;Dog;Pit Bull Terrier;;Adoption
BEAR;Dog;Border Collie;;Adoption
A442740;Dog;Pit Bull Terrier;;Adoption
Amidala;Dog;Poodle (Miniature);;Adoption
Pumbaa;Dog;Siberian Husky;;Adoption
Bear;Cat;Tuxedo;;Adoption
Elvis;Cat;Tuxedo;;Adoption
Polly;Cat;Domestic Short Hair;;Adoption
Nala;Dog;Siberian Husky;;Adoption
Carson;Cat;American Shorthair;;Adoption
Sosa;Cat;American Shorthair;;Adoption
Boss;Dog;American Pit Bull Terrier;;Adoption
Kaylee;Cat;Tortoiseshell;;Adoption
Whiskers;Cat;Tuxedo;;Adoption
Seth;Cat;Domestic Short Hair;;Adoption
Tasha;Cat;Tabby;;Adoption
Roscoe;Dog;American Pit Bull Terrier;;Adoption
Stella;Cat;Dilute Calico;;Adoption
Gabe - Sweetest Lil Guy;Dog;Chihuahua;Miniature Pinscher;Adoption
Sadie;Cat;Domestic Short Hair;;Adoption
Daisy;Dog;Chihuahua;Chihuahua;Adoption
Cricket - will be available in Oct;Cat;Tabby;;Adoption
Faith (Mom of 8 kittens);Cat;Domestic Short Hair;;Adoption
Trudy;Dog;American Hairless Terrier;Hound;Adoption
Donald;Dog;Chihuahua;Chihuahua;Adoption
Daffy;Dog;Chihuahua;Chihuahua;Adoption
Bingo;Dog;Papillon;Chihuahua;Adoption
Sierra;Cat;Domestic Long Hair;;Adoption
Cooper;Dog;Labrador Retriever;;Adoption
Savannah;Cat;Calico;;Adoption
1708-0200 Niagra;Cat;Tabby;Domestic Short Hair;Adoption
R RESCUE/Journey;Dog;Boxer;American Bulldog;Adoption
Sosa;Cat;Domestic Short Hair;;Adoption
Mufasa;Cat;Maine Coon;Domestic Medium Hair;Adoption
Macy;Dog;Labrador Retriever;;Adoption
Duchess;Dog;German Shepherd Dog;;Adoption
Scar;Cat;Maine Coon;Domestic Medium Hair;Adoption
Maxie;Dog;Pug;;Adoption
Rory;Dog;Poodle (Miniature);;Adoption
Gwynn;Dog;Chihuahua;;Adoption
Ezra;Cat;Domestic Short Hair;;Adoption
Sparky;Dog;Pomeranian;;Adoption
Thelma (p);Dog;Bulldog;American Staffordshire Terrier;Adoption
Willow;Dog;Catahoula Leopard Dog;;Adoption
"Spotsylvania Shelter #17-3589 ""Mia""";Dog;American Pit Bull Terrier;;Adoption
"Spotsylvania Shelter #17-1774 ""Ino""";Dog;American Pit Bull Terrier;;Adoption
Linda (KJ) 11.19.16;Cat;Domestic Short Hair;;Adoption
"Spotsylvania Shelter #17-1785 ""Waylen""";Dog;American Pit Bull Terrier;;Adoption
Chanel;Dog;Great Dane;Labrador Retriever;Adoption
SCOTTY;Dog;Labrador Retriever;;Adoption
Tater;Cat;Domestic Short Hair;;Adoption
Harley;Dog;Black Labrador Retriever;Border Collie;Adoption
Estelle;Cat;Calico;;Adoption
Hattie;Dog;Appenzell Mountain Dog;;Adoption
Rupert;Cat;Calico;;Adoption
R RESCUE/PINTO;Dog;Golden Retriever;Hound;Adoption
Rowdy;Dog;German Shorthaired Pointer;Hound;Adoption
Bingo;Dog;Chihuahua;;Adoption
Legend;Dog;Boxer;;Adoption
Pepper;Dog;Pit Bull Terrier;;Adoption
Khal;Dog;Dachshund;;Adoption
Tibor the Platinum Tiger;Cat;Tiger;;Adoption
Bixby;Cat;Domestic Short Hair;;Adoption
Steve;Cat;Domestic Short Hair;;Adoption
Skye - ADOPTION INTEREST!!!;Dog;Boxer;;Adoption
Cooper;Dog;American Bulldog;;Adoption
Carl;Dog;Basset Hound;;Adoption
Pebbles;Cat;Calico;Domestic Short Hair;Adoption
Little Rose;Cat;American Shorthair;Tabby;Adoption
Jinx;Dog;German Shorthaired Pointer;;Adoption
Aubrey D171654;Dog;Labrador Retriever;Pit Bull Terrier;Adoption
Paige D171655: PENDING ADOPTION;Dog;Labrador Retriever;Pit Bull Terrier;Adoption
Boots;Cat;Domestic Short Hair;;Adoption
CASPER;Dog;Pit Bull Terrier;;Adoption
Socks;Cat;Domestic Short Hair;;Adoption
ROXY;Cat;Domestic Short Hair;;Adoption
DAISY;Dog;American Bulldog;;Adoption
Slipper;Cat;Domestic Short Hair;;Adoption
MISS MEEKO;Dog;Pit Bull Terrier;;Adoption
Wesley;Dog;American Staffordshire Terrier;;Adoption
The Dude;Cat;Domestic Short Hair;;Adoption
LUCKY;Dog;Chihuahua;;Adoption
Wanda;Cat;Tabby;Domestic Short Hair;Adoption
Lexie-Lee;Cat;Tuxedo;;Adoption
Bella;Dog;Chow Chow;German Shepherd Dog;Adoption
Bindi;Cat;Tabby;Domestic Short Hair;Adoption
Crystal-Blu;Cat;Balinese;;Adoption
Sadie and Patsy/MS;Dog;Dachshund;;Adoption
Magic;Cat;American Shorthair;;Adoption
Jerry;Dog;Akita;German Shepherd Dog;Adoption
Chloe;Dog;American Pit Bull Terrier;;Adoption
NEWTON;Dog;American Staffordshire Terrier;;Adoption
OTIS aka SHORTY;Dog;Dachshund;Miniature Pinscher;Adoption
Zen (Baby Girl);Cat;Domestic Short Hair;;Adoption
Bash;Cat;Domestic Short Hair;Tabby;Adoption
Hermes;Cat;Domestic Long Hair;;Adoption
Poseidon;Cat;Domestic Short Hair;;Adoption
Simba;Cat;Tabby;;Adoption
Twix;Cat;Domestic Short Hair;;Adoption
Marella;Cat;Calico;Domestic Short Hair;Adoption
Pitch;Dog;Labrador Retriever;Pit Bull Terrier;Adoption
Nala;Cat;Tabby;;Adoption
Gus the Labradoodle;Dog;Labrador Retriever;Poodle (Standard);Adoption
Goldilocks;Dog;Cocker Spaniel;Chihuahua;Adoption
Mama Bear;Dog;Cocker Spaniel;Chihuahua;Adoption
REX;Dog;Chihuahua;;Adoption
Abbie;Dog;Red Heeler;;Adoption
Ice;Dog;German Shepherd Dog;White German Shepherd;Adoption
Heidi;Dog;Labrador Retriever;Terrier;Adoption
Harleyquin;Dog;American Pit Bull Terrier;;Adoption
Josephine;Cat;Tabby;;Adoption
Diesel;Dog;American Pit Bull Terrier;American Staffordshire Terrier;Adoption
Rosco;Dog;McNab;;Adoption
Mom;Dog;Appenzell Mountain Dog;;Adoption
Demi;Dog;American Staffordshire Terrier;American Pit Bull Terrier;Adoption
Bunny;Dog;Bulldog;Labrador Retriever;Adoption
Parker;Cat;Domestic Short Hair;;Adoption
Tiramisu;Cat;Domestic Short Hair;;Adoption
Crumpet;Cat;Domestic Short Hair;;Adoption
Bunny (adult female);Cat;Domestic Short Hair;;Adoption
Oreo;Dog;Cattle Dog;Terrier;Adoption
Liz;Dog;Labrador Retriever;Terrier;Adoption
Daisy and Duke;Dog;Chihuahua;;Adoption
Princess;Dog;Terrier;Wirehaired Fox Terrier;Adoption
Alesha;Dog;Labrador Retriever;Terrier;Adoption
Annie;Dog;Rat Terrier;Chihuahua;Adoption
Rimie;Dog;Labrador Retriever;;Adoption
Chloe (teenage female);Cat;Domestic Long Hair;;Adoption
TIMMY;Dog;Labrador Retriever;Terrier;Adoption
Dori;Dog;Shepherd;Terrier;Adoption
Cookie Monster (teenage male);Cat;Domestic Long Hair;;Adoption
Diesel- Courtesy Listing;Dog;American Pit Bull Terrier;;Adoption
Bear;Cat;Domestic Short Hair;;Adoption
CHLOE 4;Dog;Labrador Retriever;Terrier;Adoption
Bow;Dog;Pomeranian;;Adoption
Stormy;Dog;Chihuahua;;Adoption
Forrester;Cat;Domestic Short Hair;;Adoption
J.R.;Dog;Chihuahua;;Adoption
Bonnie;Dog;Australian Kelpie;;Adoption
Clyde;Dog;Australian Kelpie;;Adoption
Dillon;Cat;Tabby;;Adoption
Kit;Cat;Domestic Short Hair;;Adoption
Loretha;Dog;German Shepherd Dog;;Adoption
Kylie;Dog;German Shepherd Dog;;Adoption
Archer;Cat;Domestic Short Hair;;Adoption
Rosie;Dog;German Shepherd Dog;;Adoption
Ringo;Dog;Terrier;;Adoption
Baxter;Cat;Domestic Short Hair;Extra-Toes Cat (Hemingway Polydactyl);Adoption
Roxy;Dog;Doberman Pinscher;Boxer;Adoption
Slinky;Dog;Dachshund;;Adoption
Kobu;Dog;Rottweiler;;Adoption
Madam Bovary;Cat;Domestic Short Hair;;Adoption
Walter;Cat;Domestic Short Hair;;Adoption
Cap'n Crunch;Cat;Domestic Short Hair;;Adoption
Jafa;Dog;Chihuahua;;Adoption
Peanut;Dog;Chihuahua;;Adoption
Larry;Cat;Domestic Short Hair;;Adoption
Sage;Cat;Domestic Short Hair;;Adoption
Dos;Cat;Domestic Short Hair;;Adoption
Phelps;Dog;Chihuahua;Corgi;Adoption
BRUNO;Dog;American Bulldog;Bulldog;Adoption
Ziggy;Cat;Domestic Short Hair;;Adoption
SUGAR;Dog;Labrador Retriever;;Adoption
Gecko;Cat;Domestic Short Hair;;Adoption
Keisha;Dog;Terrier;;Adoption
Raz;Dog;Terrier;;Adoption
Star;Dog;American Pit Bull Terrier;;Adoption
Lamar;Dog;Labrador Retriever;;Adoption
Volt;Dog;Labrador Retriever;;Adoption
Electra;Dog;Labrador Retriever;Boxer;Adoption
Fact - Adopted!;Dog;Terrier;;Adoption
Tibbs;Dog;Labrador Retriever;;Adoption
Higgs - Adopted!;Dog;Labrador Retriever;;Adoption
Anderson;Dog;Labrador Retriever;;Adoption
Harper;Dog;Boxer;;Adoption
Henrietta;Cat;Domestic Short Hair;;Adoption
Daphne;Dog;Greyhound;;Adoption
Charlie;Dog;Greyhound;;Adoption
Manchester;Cat;Domestic Short Hair;;Adoption
Maple;Cat;Domestic Short Hair;;Adoption
BAILEY;Dog;Beagle;;Adoption
Avery;Dog;Labrador Retriever;;Adoption
Elsa D3805;Dog;Australian Cattle Dog/Blue Heeler;;Adoption
Wendi;Dog;Hound;;Adoption
1708-1665 Miss Kitty (PetSmart);Cat;Tabby;Domestic Short Hair;Adoption
Otis;Dog;Chihuahua;Terrier;Adoption
Artemis;Dog;Pit Bull Terrier;;Adoption
Kiera;Cat;Domestic Medium Hair;Calico;Adoption
Milo;Dog;Pug;;Adoption
Chelse;Cat;Calico;;Adoption
MINDY;Dog;Pit Bull Terrier;;Adoption
Tia;Dog;Terrier;;Adoption
Melvin;Dog;Pug;Beagle;Adoption
1708-1711 Ellie;Cat;Tuxedo;Domestic Short Hair;Adoption
Nova (adult female);Cat;Domestic Short Hair;;Adoption
Lovie;Cat;Domestic Short Hair;;Adoption
Rico;Cat;Domestic Short Hair;;Adoption
Jett;Dog;Shih Tzu;;Adoption
Anastasia (baby girl);Cat;Domestic Short Hair;;Adoption
Cleo (baby girl);Cat;Domestic Short Hair;;Adoption
Leon Fostered (Stephanie W);Cat;Domestic Short Hair;;Adoption
Phish (baby boy);Cat;Domestic Short Hair;;Adoption
Sherlock (baby boy);Cat;Domestic Short Hair;;Adoption
Carson;Dog;Great Dane;;Adoption
Malala;Dog;Shepherd;;Adoption
Gizmo;Dog;Chihuahua;;Adoption
Rowdy;Dog;American Staffordshire Terrier;;Adoption
HULK;Dog;Pit Bull Terrier;;Adoption
MIA;Dog;Beagle;;Adoption
Hanlie;Cat;Domestic Short Hair;;Adoption
Casey;Cat;Domestic Short Hair;Calico;Adoption
Jiminy Brown;Dog;Cocker Spaniel;Silky Terrier;Adoption
Lacey * FOSTER HOME NEEDED*;Dog;Pointer;Hound;Adoption
Morie;Cat;Domestic Short Hair;;Adoption
Fiona;Dog;Siberian Husky;;Adoption
Marie (baby girl);Cat;Domestic Short Hair;;Adoption
Earl;Dog;Siberian Husky;;Adoption
Angus;Cat;Domestic Medium Hair;;Adoption
Ava (young adult);Cat;Domestic Short Hair;;Adoption
Flutter Shy;Cat;Domestic Short Hair;;Adoption
BUSTER;Dog;Labrador Retriever;;Adoption
